sentence,label,author,tok_lem_sentence,word_count
"It is a question of fact, whether the perceptions of the senses be produced by external objects, resembling them: how shall this question be determined?",1,Hume,"['question', 'fact', 'whether', 'perception', 'sens', 'produced', 'ternal', 'object', 'resembling', 'shall', 'question', 'determined']",24
"It is true, added he, we give law to hares and deer, for they are beasts of chase: but it was never accounted either cruel or unfair to destroy foxes or wolves wherever they can be found, for they are beasts of prey.",1,Hume,"['true', 'added', 'give', 'law', 'hare', 'deer', 'beast', 'chase', 'never', 'accounted', 'either', 'cruel', 'unfair', 'destroy', 'fo', 'e', 'wolf', 'wherever', 'found', 'beast', 'prey']",42
"Sicily, says Florus, was full of ergastula, and was cultivated by labourers in chains.",1,Hume,"['sicily', 'say', 'florus', 'full', 'ergastula', 'cultivated', 'labourer', 'chain']",13
"As chance is commonly thought to imply a contradiction, and is at least directly contrary to experience, there are always the same arguments against liberty or free-will.",1,Hume,"['chance', 'commonly', 'thought', 'imply', 'contradiction', 'least', 'directly', 'contrary', 'perience', 'always', 'argument', 'liberty', 'free']",26
"But let his children and family, if they avoid the ways of their father, have glory, and let honourable mention be made of them, as having nobly and manfully escaped out of evil into good.",2,Plato,"['let', 'child', 'family', 'avoid', 'way', 'father', 'glory', 'let', 'honourable', 'mention', 'made', 'nobly', 'manfully', 'escaped', 'evil', 'good']",34
"For contesting and disputing are doubtless the same in this, that by means of the mutual opposition of judgements they seek to produce their accordance; but different in that the latter hopes to bring this about according to definite concepts as determining grounds, and consequently assumes objective concepts as grounds of the judgement.",0,Kant,"['contesting', 'disputing', 'doubtless', 'mean', 'mutual', 'opposition', 'judgement', 'seek', 'produce', 'accordance', 'different', 'latter', 'hope', 'bring', 'according', 'definite', 'concept', 'determining', 'ground', 'consequently', 'assumes', 'objective', 'concept', 'ground', 'judgement']",52
There can be nothing better.,2,Plato,"['nothing', 'better']",4
Nothing so contemptible as a despised prince! was the reflection which they suggested to him.,1,Hume,"['nothing', 'contemptible', 'despised', 'prince', 'reflection', 'suggested']",14
"She attempted to borrow great sums abroad; but her credit was so low, that though she offered fourteen per cent to the city of Antwerp for a loan of thirty thousand pounds, she could not obtain it till she compelled the city of London to be surety for her.",1,Hume,"['attempted', 'borrow', 'great', 'sum', 'abroad', 'credit', 'low', 'though', 'offered', 'fourteen', 'per', 'cent', 'city', 'antwerp', 'loan', 'thirty', 'thousand', 'pound', 'could', 'obtain', 'till', 'compelled', 'city', 'london', 'surety']",48
" The inhabitants were anew seized with terror, and surrendering at discretion, threw themselves at the kings feet, and supplicated his clemency and forgiveness.",1,Hume,"['inhabitant', 'anew', 'seized', 'terror', 'surrendering', 'discretion', 'threw', 'king', 'foot', 'supplicated', 'clemency', 'forgiveness']",23
"These examples, besides, of liberty had commonly, in ancient times, been accompanied with such circumstances of violence, convulsion, civil war, and disorder, that they presented but a disagreeable idea to the inquisitive part of the people, and afforded small inducement to renew such dismal scenes.",1,Hume,"['amples', 'besides', 'liberty', 'commonly', 'ancient', 'time', 'accompanied', 'circumstance', 'violence', 'convulsion', 'civil', 'war', 'disorder', 'presented', 'disagreeable', 'idea', 'inquisitive', 'part', 'people', 'afforded', 'small', 'inducement', 'renew', 'dismal', 'scene']",44
Still less must phenomenon and appearance be held to be identical.,0,Kant,"['still', 'le', 'must', 'phenomenon', 'appearance', 'held', 'identical']",10
"The earl of Desmond, in 1569, gave him disturbance, from the hereditary animosity which prevailed between that nobleman and the earl of Ormond, descended from the only family, established in Ireland, that had steadily maintained its loyalty to the English crown.",1,Hume,"['earl', 'desmond', 'gave', 'disturbance', 'hereditary', 'animosity', 'prevailed', 'nobleman', 'earl', 'ormond', 'descended', 'family', 'established', 'ireland', 'steadily', 'maintained', 'loyalty', 'english', 'crown']",40
"At last he became calmer and his panting subsided; as soon, however, as he was quiet, I said laughingly: Thou art angry, fire-dog: so I am in the right about thee!",4,Nietzsche,"['last', 'became', 'calmer', 'panting', 'subsided', 'soon', 'however', 'quiet', 'said', 'laughingly', 'thou', 'art', 'angry', 'fire', 'dog', 'right', 'thee']",30
"Notwithstanding this concession to France, the projected peace was favorable to the allies, and it was a sufficient indication of vigor in the king, that he had given his assent to it.",1,Hume,"['notwithstanding', 'concession', 'france', 'projected', 'peace', 'favorable', 'ally', 'sufficient', 'indication', 'vigor', 'king', 'given', 'assent']",31
"But, notwithstanding this variety of winds and seasons, to which my writings had been exposed, they had still been making such advances, that the copy-money given me by the booksellers much exceeded any thing formerly known in England; I was become not only independent, but opulent.",1,Hume,"['notwithstanding', 'variety', 'wind', 'season', 'writing', 'posed', 'still', 'making', 'advance', 'copy', 'money', 'given', 'bookseller', 'much', 'ceeded', 'thing', 'formerly', 'known', 'england', 'become', 'independent', 'opulent']",45
"It appears to me that the examples of mathematics and natural philosophy, which, as we have seen, were brought into their present condition by a sudden revolution, are sufficiently remarkable to fix our attention on the essential circumstances of the change which has proved so advantageous to them, and to induce us to make the experiment of imitating them, so far as the analogy which, as rational sciences, they bear to metaphysics may permit.",0,Kant,"['appears', 'amples', 'mathematics', 'natural', 'philosophy', 'seen', 'brought', 'present', 'condition', 'sudden', 'revolution', 'sufficiently', 'remarkable', 'fi', 'attention', 'essential', 'circumstance', 'change', 'proved', 'advantageous', 'induce', 'u', 'make', 'periment', 'imitating', 'far', 'analogy', 'rational', 'science', 'bear', 'metaphysics', 'may', 'permit']",73
"For surely, Socrates, Creophylus, the companion of Homer, that child of flesh, whose name always makes us laugh, might be more justly ridiculed for his stupidity, if, as is said, Homer was greatly neglected by him and others in his own day when he was alive?",2,Plato,"['surely', 'socrates', 'creophylus', 'companion', 'homer', 'child', 'flesh', 'whose', 'name', 'always', 'make', 'u', 'laugh', 'might', 'justly', 'ridiculed', 'stupidity', 'said', 'homer', 'greatly', 'neglected', 'others', 'day', 'alive']",45
"Show the greatness of your mine, rather to conquer your enemies by pardoning than by punishing.",1,Hume,"['show', 'greatness', 'mine', 'rather', 'conquer', 'enemy', 'pardoning', 'punishing']",15
" See the proofs of this remarkable fact collected in Birchs Negotiations, p. 206.",1,Hume,"['see', 'proof', 'remarkable', 'fact', 'collected', 'birch', 'negotiation']",13
"But Rousseaus interpretation of these terms is, on the whole, literal in spite of these single passages.",0,Kant,"['rousseau', 'interpretation', 'term', 'whole', 'literal', 'spite', 'single', 'passage']",16
"We may presume the like with regard to all the other virtues, which have a like tendency to the public good.",1,Hume,"['may', 'presume', 'like', 'regard', 'virtue', 'like', 'tendency', 'public', 'good']",20
Nothing is cheaper than passion!,4,Nietzsche,"['nothing', 'cheaper', 'passion']",4
"And the more complete his virtue and his happiness so much the more will he be pained at the notion of death: since to such a man as he is it is best worth while to live, and he with full consciousness is deprived of the greatest goods by death, and this is a painful idea.",3,Aristotle,"['complete', 'virtue', 'happiness', 'much', 'pained', 'notion', 'death', 'since', 'man', 'best', 'worth', 'live', 'full', 'consciousness', 'deprived', 'greatest', 'good', 'death', 'painful', 'idea']",55
Whence cometh that which thou snortest up?,4,Nietzsche,"['whence', 'cometh', 'thou', 'snortest']",6
: There is the fear of expected evil.,2,Plato,"['fear', 'pected', 'evil']",7
"All his favors, therefore, must, to every man of judgment among the sectaries, have appeared insidious: yet such was the pleasure reaped from present ease, such the animosity of the dissenters against the church, who had so long subjected them to the rigors of persecution, that they every where expressed the most entire duty to the king, and compliance with his measures; and could not forbear rejoicing extremely in the present depression of their adversaries.",1,Hume,"['favor', 'therefore', 'must', 'every', 'man', 'judgment', 'among', 'sectary', 'appeared', 'insidious', 'yet', 'pleasure', 'reaped', 'present', 'ease', 'animosity', 'dissenter', 'church', 'long', 'subjected', 'rigor', 'persecution', 'every', 'pressed', 'entire', 'duty', 'king', 'compliance', 'measure', 'could', 'forbear', 'rejoicing', 'tremely', 'present', 'depression', 'adversary']",74
": That, Stranger, is precisely what was said.",2,Plato,"['stranger', 'precisely', 'said']",7
"The number four, being a square, denoted steadiness of mind, not to be subverted either by adversity or prosperity, fixed forever on the firm basis of the four cardinal virtues.",1,Hume,"['number', 'four', 'square', 'denoted', 'steadiness', 'mind', 'subverted', 'either', 'adversity', 'prosperity', 'fi', 'ed', 'forever', 'firm', 'basis', 'four', 'cardinal', 'virtue']",29
"Whether it was death, or the poison, or piety, or wickednesssomething or other loosened his tongue at that moment, and he said: O Crito, I owe a cock to Asclepios.",4,Nietzsche,"['whether', 'death', 'poison', 'piety', 'wickednesssomething', 'loosened', 'tongue', 'moment', 'said', 'crito', 'owe', 'cock', 'asclepios']",29
"The cruelty and treachery which attended the punishment of John Huss and Jerome of Prague, the unhappy disciples of Wickliffe, who, in violation of a safe-conduct were burned alive for their errors by the council of Constance prove this melancholy truth, that toleration is none of the virtues of priests in any form of ecclesiastical government But as the English nation had little or no concern in these great transactions, we are here the more concise in relating them.",1,Hume,"['cruelty', 'treachery', 'attended', 'punishment', 'john', 'hus', 'jerome', 'prague', 'unhappy', 'disciple', 'wickliffe', 'violation', 'safe', 'conduct', 'burned', 'alive', 'error', 'council', 'constance', 'prove', 'melancholy', 'truth', 'toleration', 'none', 'virtue', 'priest', 'form', 'ecclesiastical', 'government', 'english', 'nation', 'little', 'concern', 'great', 'transaction', 'concise', 'relating']",78
